,unique_key,created_date,closed_date,agency_acronym,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,city,status,due_date,resolution_date,community_board,borough,latitude,longitude,dirty_long,dirty_lat
1533369,28218648,2014-06-09 22:31:00,2014-06-11 12:00:00,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10464.0,116 CITY ISLAND AVENUE,CITY ISLAND AVENUE,BRONX,Closed,,2014-06-11 12:00:00,10 BRONX,BRONX,40.8410963596,-73.7841873537,-73.78,40.84
1533370,28218650,2014-06-09 10:09:00,2014-06-18 12:00:00,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11435.0,111-55 144 STREET,144 STREET,Jamaica,Closed,,2014-06-18 12:00:00,12 QUEENS,QUEENS,40.6850228565,-73.8000525554,-73.8,40.69
1533371,28218657,2014-06-09 07:07:00,2014-06-09 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11204.0,1781 45 STREET,45 STREET,BROOKLYN,Closed,,2014-06-09 12:00:00,12 BROOKLYN,BROOKLYN,40.6307079933,-73.9788593122,-73.98,40.63
1533372,28218658,2014-06-09 11:54:00,2014-06-11 12:00:00,DSNY,A - Staten Island,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10312.0,495 LAMOKA AVENUE,LAMOKA AVENUE,STATEN ISLAND,Closed,,2014-06-11 12:00:00,03 STATEN ISLAND,STATEN ISLAND,40.548350250300004,-74.1678952441,-74.17,40.55
1533373,28218659,2014-06-09 15:54:00,,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,10032.0,,,NEW YORK,Started,,2014-06-09 15:59:00,09 MANHATTAN,MANHATTAN,40.8308918766,-73.9413665865,-73.94,40.83
1533374,28218666,2014-06-09 13:29:00,2014-06-11 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11221.0,252 CENTRAL AVENUE,CENTRAL AVENUE,BROOKLYN,Closed,,2014-06-11 12:00:00,04 BROOKLYN,BROOKLYN,40.697061405599996,-73.9233770817,-73.92,40.7
1533375,28218667,2014-06-09 08:55:00,2014-06-10 12:00:00,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10468.0,2797 WEBB AVENUE,WEBB AVENUE,BRONX,Closed,,2014-06-10 12:00:00,08 BRONX,BRONX,40.8717138546,-73.9011377287,-73.9,40.87
1533376,28218679,2014-06-09 18:41:00,2014-06-11 12:00:00,DSNY,A - Bronx,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10464.0,421 MINIEFORD AVENUE,MINIEFORD AVENUE,BRONX,Closed,,2014-06-11 12:00:00,10 BRONX,BRONX,40.8503951338,-73.78696935560001,-73.79,40.85
1533377,28218685,2014-06-09 05:20:00,2014-06-10 12:00:00,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11434.0,163-07 BAISLEY BOULEVARD,BAISLEY BOULEVARD,Jamaica,Closed,,2014-06-10 12:00:00,12 QUEENS,QUEENS,40.678556353699996,-73.7791467659,-73.78,40.68
1533378,28218692,2014-06-09 20:21:00,2014-06-11 12:00:00,DSNY,A - Staten Island,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10306.0,154 CUBA AVENUE,CUBA AVENUE,STATEN ISLAND,Closed,,2014-06-11 12:00:00,02 STATEN ISLAND,STATEN ISLAND,40.5643614511,-74.1078551402,-74.11,40.56
1533379,28218749,2014-06-09 00:00:00,2014-06-26 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Single Room Occupancy (SRO),10035.0,22 EAST 119 STREET,EAST 119 STREET,NEW YORK,Closed,07/09/2014 10:29:49 AM,2014-06-26 00:00:00,11 MANHATTAN,MANHATTAN,40.8022631424,-73.9442741749,-73.94,40.8
1533380,28218855,2014-06-09 23:03:27,2014-08-09 06:31:17,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Other (Explain Below),10463.0,5555 BROADWAY,BROADWAY,BRONX,Closed,08/08/2014 11:03:27 PM,2014-08-09 06:31:17,08 BRONX,BRONX,40.8784417115,-73.90513801659999,-73.91,40.88
1533381,28218857,2014-06-09 11:14:06,2014-08-09 06:30:59,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10463.0,5975 BROADWAY,BROADWAY,BRONX,Closed,08/08/2014 11:14:06 AM,2014-08-09 06:30:59,08 BRONX,BRONX,40.8896725415,-73.8981814579,-73.9,40.89
1533382,28218892,2014-06-09 13:59:44,2014-10-31 15:58:57,DOHMH,Department of Health and Mental Hygiene,Drinking Water,Illness Caused by Drinking Water,3+ Family Apartment Building,10452.0,1505 GRAND CONCOURSE,GRAND CONCOURSE,BRONX,Closed,07/09/2014 01:59:44 PM,2014-10-31 15:58:57,04 BRONX,BRONX,40.8412294703,-73.9126108481,-73.91,40.84
1533383,28218932,2014-06-08 21:54:00,2014-06-09 12:00:00,DSNY,BCC - Queens West,Sanitation Condition,12 Dead Animals,Sidewalk,11105.0,22-57 CRESCENT STREET,CRESCENT STREET,Astoria,Closed,,2014-06-09 12:00:00,01 QUEENS,QUEENS,40.777633862399995,-73.9158247496,-73.92,40.78
1533384,28219001,2014-06-09 12:53:00,2014-06-11 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11219.0,,,BROOKLYN,Closed,,2014-06-11 12:00:00,12 BROOKLYN,BROOKLYN,40.6334134633,-74.004550404,-74.0,40.63
1533385,28219199,2014-06-09 18:33:00,2014-06-18 12:00:00,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11235.0,,,BROOKLYN,Closed,,2014-06-18 12:00:00,13 BROOKLYN,BROOKLYN,40.581102077,-73.9608892553,-73.96,40.58
1533386,28219208,2014-06-09 17:15:00,2014-06-11 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11237.0,389 TROUTMAN STREET,TROUTMAN STREET,BROOKLYN,Closed,,2014-06-11 12:00:00,04 BROOKLYN,BROOKLYN,40.7061684749,-73.9232764441,-73.92,40.71
1533387,28219209,2014-06-09 20:18:00,2014-06-10 12:00:00,DSNY,BCC - Staten Island,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10303.0,86 HOUSMAN AVENUE,HOUSMAN AVENUE,STATEN ISLAND,Closed,,2014-06-10 12:00:00,01 STATEN ISLAND,STATEN ISLAND,40.6352746026,-74.1485714841,-74.15,40.64
1533388,28219210,2014-06-09 16:04:00,2014-06-11 12:00:00,DSNY,Queens West 06,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11374.0,97-25 64 AVENUE,64 AVENUE,Rego Park,Closed,,2014-06-11 12:00:00,06 QUEENS,QUEENS,40.7298811613,-73.8598841814,-73.86,40.73
1533389,28220981,2014-06-08 20:25:00,2014-06-10 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,22 Weeds,Sidewalk,11219.0,,,BROOKLYN,Closed,,2014-06-10 12:00:00,12 BROOKLYN,BROOKLYN,40.637459245100004,-73.9946422319,-73.99,40.64
1533390,28219219,2014-06-09 16:56:53,2014-08-09 06:31:09,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Other (Explain Below),11367.0,150-62 78 ROAD,78 ROAD,FLUSHING,Closed,08/08/2014 04:56:53 PM,2014-08-09 06:31:09,08 QUEENS,QUEENS,40.7207272487,-73.8133656451,-73.81,40.72
1533391,28219225,2014-06-09 16:34:00,2014-06-13 12:00:00,DSNY,Brooklyn North 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11216.0,15 SPENCER PLACE,SPENCER PLACE,BROOKLYN,Closed,,2014-06-13 12:00:00,03 BROOKLYN,BROOKLYN,40.6815370359,-73.9545208073,-73.95,40.68
1533392,28219245,2014-06-09 15:13:00,2014-06-10 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11236.0,725 EAST 96 STREET,EAST 96 STREET,BROOKLYN,Closed,,2014-06-10 12:00:00,17 BROOKLYN,BROOKLYN,40.6514945076,-73.9107511352,-73.91,40.65
1533393,28219277,2014-06-09 10:31:00,2014-06-09 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11411.0,116-37 NASHVILLE BOULEVARD,NASHVILLE BOULEVARD,Cambria Heights,Closed,,2014-06-09 12:00:00,13 QUEENS,QUEENS,40.6971624057,-73.744287828,-73.74,40.7
1533394,28219289,2014-06-09 08:09:00,2014-06-10 12:00:00,DSNY,Brooklyn South 10,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11219.0,1262 64 STREET,64 STREET,BROOKLYN,Closed,,2014-06-10 12:00:00,10 BROOKLYN,BROOKLYN,40.6271197385,-74.0017976544,-74.0,40.63
1533395,28219291,2014-06-09 18:05:00,2014-06-10 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11235.0,,,BROOKLYN,Closed,,2014-06-10 12:00:00,15 BROOKLYN,BROOKLYN,40.5842341797,-73.9320426095,-73.93,40.58
1533396,28219292,2014-06-09 14:51:00,2014-06-10 12:00:00,DSNY,Queens West 06,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,Closed,,2014-06-10 12:00:00,06 QUEENS,QUEENS,,,,
1533397,28219329,2014-06-09 00:00:00,2014-06-17 08:42:58,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031.0,1804 AMSTERDAM AVENUE,AMSTERDAM AVENUE,NEW YORK,Closed,07/09/2014 10:56:58 PM,2014-06-17 08:42:58,09 MANHATTAN,MANHATTAN,40.828017484,-73.9455859471,-73.95,40.83
1533398,28219339,2014-06-09 19:14:47,2014-07-10 14:16:50,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),Commercial Building,11372.0,74-25 37 AVENUE,37 AVENUE,JACKSON HEIGHTS,Closed,07/24/2014 07:14:47 PM,2014-07-10 14:16:51,03 QUEENS,QUEENS,40.7490050102,-73.891452532,-73.89,40.75
1533399,28219419,2014-06-09 00:00:00,2014-03-25 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10009.0,465 EAST 10 STREET,EAST 10 STREET,NEW YORK,Pending,07/09/2014 01:20:45 PM,2014-06-09 13:31:17,03 MANHATTAN,MANHATTAN,40.7245700593,-73.9741430286,-73.97,40.72
1533400,28219462,2014-06-09 06:30:00,2014-06-09 12:00:00,DSNY,Queens East 10,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11420.0,115-54 135 STREET,135 STREET,South Ozone Park,Closed,,2014-06-09 12:00:00,10 QUEENS,QUEENS,40.679850624699995,-73.8058402628,-73.81,40.68
1533401,28219469,2014-06-09 00:00:00,2014-03-28 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10009.0,416 EAST 9 STREET,EAST 9 STREET,NEW YORK,Pending,07/09/2014 04:55:44 PM,2014-06-09 16:58:59,03 MANHATTAN,MANHATTAN,40.7279287282,-73.98428731899999,-73.98,40.73
1533402,28219482,2014-06-09 00:00:00,2014-06-11 15:49:42,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10468.0,1 WEST EAST 184 STREET,EAST 184 STREET,BRONX,Closed,07/09/2014 01:57:09 PM,2014-06-11 15:49:42,05 BRONX,BRONX,40.8605385232,-73.9024051864,-73.9,40.86
1533403,28219483,2014-06-09 14:26:00,2014-06-10 12:00:00,DSNY,BCC - Staten Island,Sanitation Condition,12 Dead Animals,Sidewalk,10314.0,2734 VICTORY BOULEVARD,VICTORY BOULEVARD,STATEN ISLAND,Closed,,2014-06-10 12:00:00,02 STATEN ISLAND,STATEN ISLAND,40.6089823106,-74.15268355479999,-74.15,40.61
1533404,28219494,2014-06-09 00:00:00,2014-07-03 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10471.0,6041 FIELDSTON ROAD,FIELDSTON ROAD,BRONX,Closed,07/09/2014 12:15:14 PM,2014-07-03 00:00:00,08 BRONX,BRONX,40.9087714873,-73.8998417014,-73.9,40.91
1533405,28219495,2014-06-09 00:00:00,2014-06-13 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11434.0,114-22 179 STREET,179 STREET,Jamaica,Closed,07/09/2014 10:46:07 AM,2014-06-13 00:00:00,12 QUEENS,QUEENS,40.6950108773,-73.7705095184,-73.77,40.7
1533406,28219497,2014-06-09 00:00:00,2014-06-19 15:00:02,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11218.0,391 OCEAN PARKWAY,OCEAN PARKWAY,BROOKLYN,Closed,07/09/2014 11:39:41 AM,2014-06-19 15:00:02,12 BROOKLYN,BROOKLYN,40.6394407625,-73.9733508878,-73.97,40.64
1533407,28219544,2014-06-08 23:40:00,2014-06-16 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11691.0,716 BEACH 9 STREET,BEACH 9 STREET,Far Rockaway,Closed,,2014-06-16 12:00:00,14 QUEENS,QUEENS,40.6023791786,-73.74552953930001,-73.75,40.6
1533408,28219561,2014-06-09 10:53:53,2014-08-09 06:30:52,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10463.0,5983 BROADWAY,BROADWAY,BRONX,Closed,08/08/2014 10:53:53 AM,2014-08-09 06:30:53,08 BRONX,BRONX,40.8898481278,-73.8980980036,-73.9,40.89
1533409,28219564,2014-06-09 14:13:36,2014-11-10 09:44:02,DOHMH,Department of Health and Mental Hygiene,Asbestos,,3+ Family Apartment Building,10468.0,20 WEST MOSHOLU PARKWAY SOUTH,WEST MOSHOLU PARKWAY SOUTH,BRONX,Closed,07/24/2014 02:13:36 PM,2014-11-10 09:44:02,07 BRONX,BRONX,40.879711468,-73.8858112179,-73.89,40.88
1533410,28219565,2014-06-09 14:23:00,2014-06-18 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11210.0,,,BROOKLYN,Closed,,2014-06-18 12:00:00,18 BROOKLYN,BROOKLYN,40.6255995088,-73.9391585252,-73.94,40.63
1533411,28219598,2014-06-09 11:20:00,2014-06-18 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E11 Litter Surveillance,Sidewalk,11209.0,443 95 STREET,95 STREET,BROOKLYN,Closed,,2014-06-18 12:00:00,10 BROOKLYN,BROOKLYN,40.615318619,-74.03039984189999,-74.03,40.62
1533412,28219613,2014-06-09 12:55:00,2014-06-10 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11219.0,,,BROOKLYN,Closed,,2014-06-10 12:00:00,10 BROOKLYN,BROOKLYN,40.6303640191,-74.0041358869,-74.0,40.63
1533413,28219616,2014-06-09 22:33:00,2014-06-11 12:00:00,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10464.0,90 CITY ISLAND AVENUE,CITY ISLAND AVENUE,BRONX,Closed,,2014-06-11 12:00:00,10 BRONX,BRONX,40.840382230100005,-73.7839186148,-73.78,40.84
1533414,28219618,2014-06-07 19:02:00,2014-06-16 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11412.0,,,Saint Albans,Closed,,2014-06-16 12:00:00,12 QUEENS,QUEENS,40.6966498275,-73.7692957721,-73.77,40.7
1533415,28219628,2014-06-09 23:50:00,2014-06-11 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11234.0,2345 FLATBUSH AVENUE,FLATBUSH AVENUE,BROOKLYN,Closed,,2014-06-11 12:00:00,18 BROOKLYN,BROOKLYN,40.6129383372,-73.9260632981,-73.93,40.61
1533416,28219657,2014-06-09 15:45:00,2014-06-18 12:00:00,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11370.0,31-15 82 STREET,82 STREET,East Elmhurst,Closed,,2014-06-18 12:00:00,03 QUEENS,QUEENS,40.7588451094,-73.8859534515,-73.89,40.76
1533417,28219662,2014-06-09 11:44:00,2014-06-10 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11226.0,810 OCEAN AVENUE,OCEAN AVENUE,BROOKLYN,Closed,,2014-06-10 12:00:00,14 BROOKLYN,BROOKLYN,40.6427524661,-73.9596315809,-73.96,40.64
1533418,28219677,2014-06-08 19:39:00,2014-06-09 12:00:00,DSNY,A - Queens,Dirty Conditions,"E4 18"" Law",Street,11372.0,73-02 37 AVENUE,37 AVENUE,Jackson Heights,Closed,,2014-06-09 12:00:00,03 QUEENS,QUEENS,40.7488715464,-73.89254991600001,-73.89,40.75
1533419,28219697,2014-06-09 00:00:00,2014-06-05 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11414.0,149-11 83 STREET,83 STREET,Howard Beach,Pending,07/09/2014 11:21:59 AM,2014-06-09 11:25:59,10 QUEENS,QUEENS,40.6690307033,-73.8519877663,-73.85,40.67
1533420,28219762,2014-06-09 13:40:45,2014-08-09 06:31:00,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Other (Explain Below),11231.0,305 UNION STREET,UNION STREET,BROOKLYN,Closed,08/08/2014 01:40:45 PM,2014-08-09 06:31:00,06 BROOKLYN,BROOKLYN,40.6822485965,-73.9954751076,-74.0,40.68
1533421,28219880,2014-06-09 14:49:57,2014-07-10 12:13:29,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,3+ Family Apartment Building,10457.0,3859 THIRD AVENUE,THIRD AVENUE,BRONX,Closed,07/24/2014 02:49:57 PM,2014-07-10 12:13:29,03 BRONX,BRONX,40.8385439427,-73.9009376567,-73.9,40.84
1533422,28219892,2014-06-09 12:26:22,2014-08-09 06:30:56,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10002.0,169 EAST BROADWAY,EAST BROADWAY,NEW YORK,Closed,08/08/2014 12:26:22 PM,2014-08-09 06:30:56,03 MANHATTAN,MANHATTAN,40.7138350087,-73.9897627647,-73.99,40.71
1533423,28219932,2014-06-09 14:06:00,2014-06-10 12:00:00,DSNY,BCC - Staten Island,Sanitation Condition,22 Weeds,Sidewalk,10305.0,,,STATEN ISLAND,Closed,,2014-06-10 12:00:00,01 STATEN ISLAND,STATEN ISLAND,40.606886058600004,-74.0780932446,-74.08,40.61
1533424,28219906,2014-06-09 11:06:34,2014-08-09 06:30:55,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10463.0,5979 BROADWAY,BROADWAY,BRONX,Closed,08/08/2014 11:06:34 AM,2014-08-09 06:30:55,08 BRONX,BRONX,40.8897603331,-73.8981379224,-73.9,40.89
1533425,28219943,2014-06-09 12:08:00,2014-06-10 12:00:00,DSNY,BCC - Queens West,Sanitation Condition,22 Weeds,Sidewalk,11421.0,93-16 86 AVENUE,86 AVENUE,Woodhaven,Closed,,2014-06-10 12:00:00,09 QUEENS,QUEENS,40.6955180809,-73.8522102491,-73.85,40.7
1533426,28219997,2014-06-09 00:00:00,2014-06-13 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10456.0,984 SHERIDAN AVENUE,SHERIDAN AVENUE,BRONX,Closed,07/09/2014 11:40:40 AM,2014-06-13 00:00:00,04 BRONX,BRONX,40.829198978499996,-73.9195825525,-73.92,40.83
1533427,28220162,2014-06-09 00:00:00,2014-06-11 15:14:56,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10016.0,478 3RD AVENUE,3RD AVENUE,NEW YORK,Closed,07/09/2014 06:00:24 PM,2014-06-11 15:14:56,Unspecified MANHATTAN,MANHATTAN,40.7449124405,-73.979129828,-73.98,40.74
1533428,28220200,2014-06-09 15:12:00,2014-06-11 12:00:00,DSNY,Manhattan 04,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10018.0,514 WEST 39 STREET,WEST 39 STREET,NEW YORK,Closed,,2014-06-11 12:00:00,04 MANHATTAN,MANHATTAN,40.7580616464,-73.9976718108,-74.0,40.76
1533429,28220201,2014-06-09 09:08:00,2014-06-10 12:00:00,DSNY,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10462.0,1229 CASTLE HILL AVENUE,CASTLE HILL AVENUE,BRONX,Closed,,2014-06-10 12:00:00,09 BRONX,BRONX,40.832811760300004,-73.8512584399,-73.85,40.83
1533430,28220232,2014-06-09 00:00:00,2014-06-05 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Mixed Use Building,11377.0,40-16 73 STREET,73 STREET,Woodside,Pending,07/09/2014 03:59:50 AM,2014-06-09 04:31:52,04 QUEENS,QUEENS,40.7463159008,-73.8922472761,-73.89,40.75
1533431,28220259,2014-06-09 16:57:57,2014-06-10 00:08:16,NYPD,New York City Police Department,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,10002.0,183 STANTON STREET,STANTON STREET,NEW YORK,Closed,06/10/2014 12:57:57 AM,2014-06-10 00:08:16,03 MANHATTAN,MANHATTAN,40.720048475300004,-73.98389956279999,-73.98,40.72
1533432,28220272,2014-06-09 19:10:00,2014-06-10 12:00:00,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11221.0,1085 DEKALB AVENUE,DEKALB AVENUE,BROOKLYN,Closed,,2014-06-10 12:00:00,03 BROOKLYN,BROOKLYN,40.693602959,-73.93205735020001,-73.93,40.69
1533433,28220297,2014-06-09 09:43:00,2014-06-11 12:00:00,DSNY,BCC - Staten Island,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10304.0,65 BUTTONWOOD ROAD,BUTTONWOOD ROAD,STATEN ISLAND,Closed,,2014-06-11 12:00:00,02 STATEN ISLAND,STATEN ISLAND,40.5970807029,-74.109506789,-74.11,40.6
1533434,28220298,2014-06-09 17:47:00,2014-06-11 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11358.0,,,Flushing,Closed,,2014-06-11 12:00:00,11 QUEENS,QUEENS,40.7592303968,-73.7923325137,-73.79,40.76
1533435,28220304,2014-06-09 18:37:00,2014-06-10 12:00:00,DSNY,Queens East 12,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11435.0,147-67 109 AVENUE,109 AVENUE,Jamaica,Closed,,2014-06-10 12:00:00,12 QUEENS,QUEENS,40.6907371844,-73.7998803632,-73.8,40.69
1533436,28220319,2014-06-09 10:31:00,2014-06-10 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11214.0,2481 86 STREET,86 STREET,BROOKLYN,Closed,,2014-06-10 12:00:00,11 BROOKLYN,BROOKLYN,40.5981395425,-73.9875335103,-73.99,40.6
1533437,28220320,2014-06-09 15:45:00,2014-06-10 12:00:00,DSNY,BCC - Queens West,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11101.0,29-11 40 ROAD,40 ROAD,Long Island City,Closed,,2014-06-10 12:00:00,01 QUEENS,QUEENS,40.751566188299996,-73.9358168135,-73.94,40.75
1533438,28220321,2014-06-09 12:48:00,2014-06-10 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11230.0,1895 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,BROOKLYN,Closed,,2014-06-10 12:00:00,14 BROOKLYN,BROOKLYN,40.6111636767,-73.9625860301,-73.96,40.61
1533439,28220333,2014-06-07 11:43:00,2014-06-07 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,,GRAND CTRL PKWY,GRAND CTRL PKWY,,Closed,,2014-06-07 12:00:00,13 QUEENS,QUEENS,,,,
1533440,28220334,2014-06-09 10:15:00,2014-06-09 12:00:00,DSNY,Queens East 10,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11417.0,105-12 LIBERTY AVENUE,LIBERTY AVENUE,Ozone Park,Closed,,2014-06-09 12:00:00,10 QUEENS,QUEENS,40.682510546399996,-73.8359674017,-73.84,40.68
1533441,28220374,2014-06-09 19:58:33,2014-09-24 10:44:28,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,10455.0,732 EAST 152 STREET,EAST 152 STREET,BRONX,Closed,07/09/2014 07:58:33 PM,2014-09-24 10:44:28,01 BRONX,BRONX,40.8159881451,-73.9079004663,-73.91,40.82
1533442,28220375,2014-06-09 15:55:49,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,10040.0,68 THAYER STREET,THAYER STREET,NEW YORK,Assigned,07/09/2014 03:55:49 PM,2014-09-24 10:42:14,12 MANHATTAN,MANHATTAN,40.8638093656,-73.9273028282,-73.93,40.86
1533443,28220376,2014-06-09 08:47:56,2014-06-26 09:57:39,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11238.0,781 FRANKLIN AVENUE,FRANKLIN AVENUE,BROOKLYN,Closed,07/09/2014 08:47:56 AM,2014-06-26 09:57:39,08 BROOKLYN,BROOKLYN,40.672137295700004,-73.9574291983,-73.96,40.67
1533444,28220377,2014-06-09 11:23:51,2014-10-22 08:43:00,DOHMH,Department of Health and Mental Hygiene,Mold,Public Complaint - Comm Location,Commercial Building,11692.0,605 BEACH 67 STREET,BEACH 67 STREET,ARVERNE,Closed,07/24/2014 11:23:51 AM,2014-10-22 08:43:01,14 QUEENS,QUEENS,40.597271301599996,-73.7966171929,-73.8,40.6
1533445,28220383,2014-06-09 06:08:00,2014-06-09 12:00:00,DSNY,Manhattan 04,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10011.0,210 7 AVENUE,7 AVENUE,NEW YORK,Closed,,2014-06-09 12:00:00,04 MANHATTAN,MANHATTAN,40.743533655,-73.9960663987,-74.0,40.74
1533446,28220398,2014-06-09 09:35:11,2014-07-22 12:22:14,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,Commercial Building,10027.0,163 WEST 125 STREET,WEST 125 STREET,NEW YORK,Closed,07/09/2014 09:35:11 AM,2014-07-22 12:22:14,10 MANHATTAN,MANHATTAN,40.8086434084,-73.9475235509,-73.95,40.81
